var0|var1|var2|var3|var4|var5|var6|var7|var8|var9|var10|var11|var12|var13|var14|var15|var16|var17|var18|var19|var20|var21|var22|var23|var24|var25|var26|var27|var28|var29|var30|var31|var32|var33|var34|var35|var36|var37|var38|var39|var40|var41|var42|var43|var44|var45|var46|var47|var48|var49|var50|var51|var52|var53|var54|var55|var56|var57|var58|var59|var60|var61|var62|var63|var64|var65|var66|var67|var68
5500329|43826797|N|2011-05-10|45.58|13635.7641445|13500.0|15431.7882563|Y|1985-08-14|019|B|X|5Y|32|2|*2|A|231.9|6|C|2|I|3129.54763779|309.45|5100|2013-06-12|00:00:00.108872|11|1|84|N|35731|F|0|M|N|4|1336549|6|753|11|196|D|5950|036|917|8|*2|N|2009-12-13|Y|2003-12-11 00:00:01|492|P|2010-04-24 00:00:00|51|01|Y|Y|*2|840|0|0|7|0|3750732.74503|8|45.901287
1403904|63765425|N|2011-06-05|74.96|39218.7352019|15950.0|8080.66944515|Y|1991-11-11|258|B|X|5W|12|3|*2|R|53.76|3|K|2|I|6441.23983758|13.0|5100|2013-02-26|00:00:00.108872|00|2|382|N|8029|A|1|N|P|4|2707532|*2|67|22|822|N|7629|458|154|5|*2|N|2008-09-06|Y|2007-11-09 00:00:01|963|M|2006-06-30 00:00:00|08|00|N|Y|*2|348|0|null|8|7|99900103.2349|1|14.014718
5354914|39676961|Y|2009-01-12|575.0|22231.8978617|17200.0|10295.4172309|Y|2011-05-23|029|B|4|5N|0|1|*2|R|104.62|4|E|2|I|6795.00887917|23.5|5100|2013-05-12|00:00:00.108872|50|8|3|N|50140|F|1|M|N|0|1353249|*2|732|9|308|R|5192|458|709|8|*2|Y|2012-05-24|Y|2003-05-14 00:00:01|52|C|2010-06-17 00:00:00|52|00|N|Y|*2|978|0|0|1|4|11682702.0764|2|712.53424
7318550|69295354|N|2013-05-08|1137.0|38133.900263|4250.0|10242.6496778|null|2013-08-18|C23|null|4|5X|30|0|*2|R|55.35|6|K|1|I|6608.47106772|3000.0|1000|2013-03-28|00:00:00.108872|11|8|132|M|21674|A|9|M|S|2|1329249|1|594|2|105|T|3395|156|642|5|*2|Y|null|Y|2007-06-13 00:00:01|561|M|2011-06-07 00:00:00|00|90|N|Y|*2|376|0|2|2|1|47543469.5646|2|8.394367
4694799|52787919|Y|2008-04-14|45.5|5501.49940118|40000.0|8426.0385359|Y|2008-03-09|023|B|X|5X|1|4|*2|A|165.0|4|T|1|I|11276.1579263|205.0|1000|2013-08-06|00:00:00.108872|00|8|44|N|31520|A|0|N|M|4|9219|1|684|0|810|T|3017|840|130|8|*2|N|2011-03-17|N|null|744|C|2010-02-27 00:00:00|08|01|N|null|*2|458|0|0|5|0|43430353.1838|2|1695.6272
722952|7235002|Y|2007-12-15|880.0|38032.4513209|3200.0|2193.3077051|Y|2013-01-19|256|null|X|5N|15|3|*2|A|106.76|4|U|1|B|12412.9020923|589.85|5100|2013-07-11|00:00:00.108872|11|2|2395|M|68342|S|2|X|N|0|1323849|*2|594|7|632|N|0780|280|9|8|*2|Y|2004-11-23|Y|2003-12-27 00:00:01|691|M|2003-07-15 00:00:00|05|90|N|Y|*2|826|0|2|4|4|2595627.46321|2|0.6361245
6583687|2201078|N|2007-03-14|455.83|19160.683539|651.0|9382.82677325|Y|1986-10-15|258|B|null|5A|3|1|*2|A|116.51|8|C|2|B|12791.744256|366.0|5100|2013-04-17|00:00:00.108872|00|1|68|M|46777|N|2|N|M|1|1336549|1|581|22|385|S|7994|156|954|8|*2|N|2009-05-08|Y|2010-10-24 00:00:01|807|M|2008-10-13 00:00:00|05|90|Y|null|*2|524|0|0|1|0|79157564.3973|8|1074.87
3245469|48000633|N|2012-11-30|8100.0|4743.94775395|4000.0|13824.7498104|Y|2006-08-14|L03|B|4|5N|11|0|*2|R|62.9|7|T|1|B|795.863246318|100.0|1000|2013-05-30|00:00:00.108872|11|1|580|M|10284|A|9|X|P|3|2718831|1|270|7|674|N|5942|246|541|5|*2|N|2006-02-20|N|2010-10-16 00:00:01|11|C|2004-10-13 00:00:00|05|01|Y|Y|*2|124|0|2|1|4|47403784.6652|0|1662.6914
4795806|64157124|N|2005-07-18|3237.23|35569.478156|4900.0|15531.54491|Y|1999-08-03|013|B|4|5X|18|4|*2|F|54.31|6|C|1|B|7390.27369817|300.0|5100|2013-06-09|00:00:00.108872|50|1|26|N|804|S|1|N|P|4|1295650|*2|224|6|768|R|3596|524|664|5|*2|Y|null|N|null|753|P|2007-06-01 00:00:00|71|90|N|Y|*2|946|0|1|5|4|58590413.5923|2|130.5571
7372061|38057169|N|2009-11-29|29.37|18006.0279784|1000.0|14792.8262423|Y|1997-11-22|001|B|4|5N|21|2|*2|R|117.42|0|I|1|I|5524.22978238|246.0|1000|2013-07-09|00:00:00.108872|00|8|520|N|10181|S|0|M|P|3|1285950|5|970|22|219|N|3012|156|925|5|*2|N|2006-03-08|N|2011-04-23 00:00:01|227|M|2012-11-28 00:00:00|02|01|Y|Y|*2|392|0|0|7|2|21135258.0641|1|268.42047
8591046|12952368|Y|2012-06-11|15.0|17866.2420228|16500.0|4686.84278168|Y|2002-05-10|011|B|4|5Y|29|3|*2|A|14.46|0|V|2|I|12064.5639363|589.85|5100|2013-04-12|00:00:00.108872|17|1|192|M|67945|A|2|M|P|5|1300449|6|351|9|79|C|7998|356|584|8|*2|N|null|Y|2010-08-29 00:00:01|713|C|2011-02-11 00:00:00|05|00|null|Y|*2|356|0|1|5|1|12211590.9112|2|63.071247
2874316|4946421|N|null|261.03|3608.53223838|7000.0|10500.8128373|Y|2003-08-26|001|B|X|5A|23|4|*2|A|18.61|1|P|1|I|12357.6673208|1000.0|5100|2013-01-15|00:00:00.108872|50|2|101|N|90719|S|1|N|S|3|3152585|1|67|6|558|R|7629|840|200|5|*2|Y|2013-07-14|Y|2004-12-12 00:00:01|649|C|2012-02-25 00:00:00|51|02|N|Y|*2|188|0|0|1|1|75167391.408|8|835.9759
7911491|22648776|Y|2006-11-25|12.21|8292.75968435|8300.0|12027.1361411|Y|2010-09-15|010|B|4|5N|19|0|*2|D|19.95|2|R|1|B|10235.2345187|256.0|1000|2013-05-16|00:00:00.108872|11|1|583|M|96344|F|0|X|N|0|1519849|4|399|7|461|N|7941|484|299|5|*2|Y|2008-12-16|Y|2004-12-27 00:00:01|907|C|2004-08-09 00:00:00|51|01|Y|Y|*2|156|0|1|8|3|62487914.0725|0|1650.415
7607490|84507566|Y|null|47.0|14042.8693798|311.0|3428.62394271|Y|1997-02-07|C21|B|X|5Z|0|1|*2|R|44.62|4|P|2|I|201.360349223|425.0|5100|2013-04-26|00:00:00.108872|50|8|0|M|33997|A|9|X|S|1|101368|5|643|14|518|D|3405|036|951|8|*2|Y|2013-08-16|N|2008-06-14 00:00:01|595|M|2005-08-26 00:00:00|01|02|N|null|*2|524|0|2|5|5|39243926.1716|2|832.8428
3089434|8563217|Y|2007-05-23|470.0|15477.9235559|1300.0|14976.8709915|null|1995-04-05|015|B|null|5Y|14|2|*2|F|66.81|2|V|2|I|12678.7501061|1700.0|1000|2013-05-29|00:00:00.108872|17|1|309|M|92186|null|0|X|P|0|1337150|2|11|10|676|S|5933|480|663|5|*2|N|2010-11-04|N|2004-10-02 00:00:01|703|C|2007-03-20 00:00:00|05|01|Y|Y|*2|348|0|0|8|7|521236.446172|2|307.86606
9123423|47587111|Y|2004-08-09|87.0|23292.3814428|2305.0|2396.33308425|Y|2001-09-03|029|B|X|5W|24|2|*2|R|109.62|1|C|1|I|2410.96710689|112.75|1000|2013-05-15|00:00:00.108872|00|8|22|M|44379|N|9|X|P|1|1358749|6|742|11|833|T|4814|724|361|5|*2|N|null|N|2010-08-10 00:00:01|376|C|2003-09-24 00:00:00|52|81|Y|Y|*2|826|0|2|2|7|null|8|30.534166
2939268|60093275|Y|null|1866.0|16124.446922|2450.0|3464.14621351|Y|2001-03-05|029|B|X|5N|16|0|*2|F|13.7|6|R|1|I|2505.55769556|2400.0|1000|2013-08-08|00:00:00.108872|17|2|580|N|96231|A|2|null|P|4|1333349|2|133|4|712|O|3715|752|593|5|*2|null|2012-07-10|N|2006-12-15 00:00:01|695|M|2010-02-01 00:00:00|08|90|Y|null|*2|524|0|1|5|2|89053179.883|2|4.255062
3454999|87780795|Y|2010-05-23|1071.1|15369.6274462|4500.0|10481.7320129|Y|1990-06-27|254|null|X|5Y|2|3|*2|D|193.48|7|C|1|B|1436.79251604|60.0|5100|2013-08-19|00:00:00.108872|17|1|342|M|51593|A|0|X|M|4|2957136|2|458|28|38|S|5047|458|642|8|*2|Y|2005-07-01|N|2004-04-20 00:00:01|582|M|2013-03-27 00:00:00|01|00|null|Y|*2|484|0|2|2|5|63774793.659|8|6.961969
1457185|92035716|N|2012-06-29|209.0|12734.2393096|2150.0|-383.800762196|Y|2001-07-06|010|B|X|5N|32|4|*2|A|277.13|5|R|1|B|12764.7484952|62.0|1000|2013-07-16|00:00:00.108872|11|8|1000|N|7177|F|0|M|S|3|786819|3|696|4|497|D|7221|246|604|8|*2|Y|2007-07-19|Y|2010-01-11 00:00:01|690|P|2010-05-02 00:00:00|05|00|N|Y|*2|156|0|0|6|5|90775571.8072|1|32.053085
5159977|32075643|Y|2008-12-14|55.22|4867.87823965|2750.0|7309.94654217|Y|2009-10-21|256|B|X|5N|33|0|*2|A|116.9|4|K|2|B|15331.3049717|245.0|1000|2013-03-27|00:00:00.108872|11|8|3182|N|10729|S|0|null|M|5|1295650|*2|711|10|943|C|1520|356|322|8|*2|N|2007-06-20|N|2006-02-04 00:00:01|662|C|2008-02-27 00:00:00|71|90|Y|Y|*2|458|0|2|0|4|35589556.846|2|1031.8784
194774|87688200|Y|2006-12-10|253.25|2478.8631663|7000.0|-256.434975208|Y|1999-06-01|021|B|X|5X|3|0|*2|D|39.01|1|E|1|B|9573.17147799|304.0|5100|2013-05-21|00:00:00.108872|50|1|126|N|51084|F|2|M|M|1|4159301|3|838|22|541|O|5698|480|955|8|*2|Y|2010-11-10|Y|2005-12-16 00:00:01|218|C|2006-07-01 00:00:00|71|02|N|Y|*2|156|0|0|9|4|57563442.2547|8|1765.4282
7210208|17855154|Y|2008-04-06|252.42|33785.6954217|3600.0|6369.41018484|Y|1992-06-23|058|B|X|5N|7|2|*2|D|48.28|4|W|1|B|7441.28763927|318.0|5100|2013-02-15|00:00:00.108872|17|2|967|N|67868|N|0|N|P|3|2707532|5|550|1|898|D|5935|344|141|5|*2|Y|null|null|2011-01-12 00:00:01|656|P|2011-05-31 00:00:00|71|02|N|null|*2|156|0|2|5|1|35768341.3565|0|563.21765
111002|30081387|Y|2004-09-25|1132.74|18657.6145341|3750.0|-622.877445746|Y|2011-06-04|012|B|4|5Z|19|2|*2|D|178.8|8|E|2|I|3028.37551401|43.5|5100|2013-04-20|00:00:00.108872|11|1|73|N|28911|S|2|N|S|0|1295650|2|818|6|419|C|8249|124|284|8|*2|N|2009-11-08|null|null|998|M|2011-02-01 00:00:00|52|01|N|Y|*2|376|0|2|5|4|33160367.0596|1|1.1587938
2449412|53410300|Y|null|1193.82|-387.856539893|2250.0|17217.2122034|Y|2011-02-24|255|B|4|5Y|0|2|*2|A|119.66|6|T|1|I|2924.64300122|220.0|5100|2013-08-08|00:00:00.108872|50|1|243|M|51654|N|0|N|N|1|1291150|5|547|0|564|T|0742|524|805|8|*2|null|null|N|2009-04-01 00:00:01|327|P|null|06|81|N|null|*2|946|0|1|8|7|19152057.9279|0|642.4073
3851389|19889976|N|2008-04-06|180.88|26970.7057318|325.0|8675.04548253|null|1992-04-26|023|B|X|5X|11|0|*2|A|25.46|0|C|2|I|11505.1079468|166.0|1000|2013-02-24|00:00:00.108872|50|1|64|M|11610|F|0|N|P|5|9650180|4|888|9|985|D|5947|484|339|8|*2|Y|2005-02-25|Y|2009-10-22 00:00:01|365|M|2006-08-17 00:00:00|00|02|Y|Y|*2|348|0|2|4|2|5160463.28041|0|2004.5408
1521897|11109720|N|2007-05-14|333.46|26658.7749216|2000.0|7474.35565114|Y|2007-09-23|053|B|4|5N|35|3|*2|R|72.72|7|W|1|I|10074.5136103|42.75|1000|2013-03-21|00:00:00.108872|50|1|138|null|17334|A|1|N|P|5|2726430|1|458|9|45|N|3174|380|912|8|*2|null|2005-06-05|Y|2003-05-16 00:00:01|505|M|null|08|90|Y|Y|*2|410|0|1|6|4|85152920.976|1|2.8807988
2698040|24104570|Y|2010-01-12|1071.66|8990.71954854|1510.0|14197.8324169|Y|2012-02-20|010|B|4|5X|16|1|*2|R|52.81|6|W|1|I|6314.17350691|102.0|1000|2013-04-08|00:00:00.108872|17|1|117|N|58392|A|9|M|P|4|9219|1|765|4|506|C|7033|642|550|8|*2|N|2004-08-02|Y|null|994|C|null|71|81|N|Y|*2|986|0|0|8|1|24352824.7053|8|5.436598
50485|82355388|N|2008-01-25|932.25|35989.114173|251.0|14813.0097735|Y|1992-09-24|259|B|X|5N|4|0|*2|D|90.37|4|V|1|B|7933.58032572|169.17|5100|2013-01-26|00:00:00.108872|00|8|52|N|98139|N|1|N|S|0|101368|3|27|1|834|N|5712|356|121|8|*2|N|2009-03-29|Y|2004-04-05 00:00:01|489|P|null|51|02|Y|null|*2|348|0|1|4|3|49044073.642|8|6.9371996
2507397|76735922|Y|2007-08-30|4893.22|20859.5303059|3300.0|3405.0372593|Y|1991-01-22|259|B|4|5Z|37|4|*2|F|50.06|8|E|2|B|14968.8157481|609.0|1000|2013-02-11|00:00:00.108872|00|1|495|M|31816|S|1|X|P|5|169233|7|267|6|322|T|4215|630|512|8|*2|Y|null|N|2007-04-27 00:00:01|153|P|null|00|00|Y|Y|*2|826|0|1|2|2|73961717.7174|1|2302.0977
2194190|12114375|Y|2006-04-20|187.35|19266.1047311|650.0|13909.5984455|Y|1991-06-14|014|null|4|5A|35|1|*2|R|86.85|3|N|2|B|8058.23528659|0.0|1000|2013-01-28|00:00:00.108872|50|8|215|M|5909|S|1|X|P|4|1336049|4|863|10|516|D|3005|850|59|5|*2|Y|2012-01-25|N|2008-01-22 00:00:01|225|P|2008-02-19 00:00:00|01|90|Y|Y|*2|840|0|1|5|1|38534982.3977|0|6.391392
2030566|16140413|Y|2008-05-08|950.0|11916.8555535|7500.0|9858.13047656|Y|1992-09-14|001|B|X|5N|27|1|*2|D|12.83|6|R|1|B|12582.1413854|607.5|5100|2013-04-30|00:00:00.108872|11|8|51|M|87742|N|9|X|M|2|1336549|4|973|4|48|T|4511|850|446|5|*2|Y|2007-01-20|N|2008-01-26 00:00:01|833|P|2008-12-05 00:00:00|01|02|Y|Y|*2|524|0|0|9|2|73946731.7992|1|2350.6296
695885|3417686|N|2012-03-27|27.42|1188.25077756|10300.0|14112.8302179|null|2002-11-06|057|B|4|5N|27|3|*2|A|126.76|6|E|1|B|9375.4409707|305.99|1000|2013-02-28|00:00:00.108872|50|8|124|N|56222|A|9|null|N|4|1597249|7|717|6|412|S|3366|392|951|5|*2|Y|null|N|2003-02-20 00:00:01|888|C|2004-11-20 00:00:00|08|01|Y|Y|*2|124|0|1|7|7|66849743.2586|2|355.7634
3649117|84938898|Y|2011-12-20|439.92|15525.0598945|2200.0|13584.9312938|Y|2006-11-25|253|B|X|5A|13|3|*2|D|67.29|8|T|1|I|917.236427242|385.9|1000|2013-04-04|00:00:00.108872|11|8|234|N|96518|F|0|X|N|1|102658|*2|364|16|441|S|5047|724|165|8|*2|N|null|N|null|251|M|2009-01-16 00:00:00|08|00|Y|Y|*2|356|0|0|5|7|23142997.0172|2|6.5142646
3375788|59074880|Y|2006-12-20|2978.6|30575.8411042|450.0|-148.312007002|Y|2006-04-13|C14|null|4|5N|32|4|*2|D|9.21|4|S|2|B|13094.3615993|102.5|1000|2013-08-11|00:00:00.108872|17|2|839|N|35089|A|1|X|M|1|786819|6|834|22|166|O|5999|840|507|5|*2|N|2011-02-15|Y|2010-02-26 00:00:01|977|M|2010-02-03 00:00:00|51|00|Y|null|*2|376|0|2|6|2|null|1|25.52737
1951714|37187813|N|null|232.36|28387.7417319|249.0|5317.92210896|Y|1995-05-21|053|B|4|5W|38|1|*2|R|126.82|6|C|1|I|6541.62410182|20.0|5100|2013-01-31|00:00:00.108872|11|8|228|N|85254|A|0|X|N|4|0|*2|109|0|291|A|7393|344|752|8|*2|Y|2012-05-02|N|2008-09-20 00:00:01|155|M|2009-11-29 00:00:00|05|01|N|Y|*2|348|0|0|7|0|42862259.2015|0|1641.0225
571227|70519999|Y|2010-06-13|265.45|23452.9834047|19000.0|2918.65480552|Y|2006-04-03|025|B|X|5W|19|1|*2|R|25.18|2|V|2|I|1095.54608351|103.5|1000|2013-05-25|00:00:00.108872|11|2|21|N|90272|S|1|N|P|0|2957136|2|893|10|900|C|5943|410|736|5|*2|N|2010-03-10|Y|2010-01-21 00:00:01|823|P|null|08|90|Y|Y|*2|348|0|2|1|7|8285198.2897|2|26.315723
5222391|26296153|Y|2009-06-12|301.25|793.960450499|30000.0|4278.79800125|Y|1991-09-09|259|B|4|5A|30|3|*2|A|31.4|3|N|2|B|14895.4091837|120.0|5100|2013-08-15|00:00:00.108872|50|2|23|M|98589|A|1|X|M|4|1304040|1|813|7|116|T|5713|458|285|8|*2|N|null|N|2013-04-07 00:00:01|144|P|2012-07-13 00:00:00|01|00|N|Y|*2|524|0|0|9|2|40431197.0531|2|383.43533
2962463|30743187|N|2010-12-29|249.57|30652.3251288|2305.0|17442.3129378|Y|2005-01-14|024|B|4|5W|1|2|*2|R|66.39|5|I|1|B|4931.20744139|20.0|5100|2013-05-09|00:00:00.108872|00|8|348|M|9169|F|9|N|N|0|1295650|1|165|7|574|O|3008|124|316|8|*2|N|2006-12-29|Y|2012-04-07 00:00:01|488|C|2005-04-06 00:00:00|00|81|Y|null|*2|946|0|2|9|1|44708740.8092|0|23.053787
335373|89172865|N|2009-03-14|3866.61|24898.1114237|3200.0|2528.43750382|Y|2003-02-06|058|B|4|5N|29|2|*2|D|35.24|4|I|2|I|10930.7135715|144.5|5100|2013-08-15|00:00:00.108872|50|2|138|N|66023|A|1|X|P|4|1310550|3|120|28|359|C|3012|840|519|8|*2|Y|2010-03-28|N|2012-02-22 00:00:01|826|M|2012-02-11 00:00:00|02|00|N|Y|*2|124|0|2|1|1|86490179.0865|8|82.78252
6566993|69149495|N|2008-09-25|439.92|26270.5349738|13400.0|10390.2255219|Y|1984-04-15|255|B|4|5N|35|2|*2|F|57.12|3|V|1|I|8284.30403846|127.0|5100|2013-03-11|00:00:00.108872|17|2|116|M|88131|F|2|X|S|4|19837|5|502|22|237|S|7338|276|691|5|*2|N|2008-03-27|Y|null|947|C|2010-01-24 00:00:00|51|02|Y|null|*2|124|0|2|4|3|52519451.8908|1|1047.9078
9042898|50758512|N|2005-08-01|293.72|17831.0163606|249.0|15433.5790124|Y|1988-12-12|019|B|null|5W|16|1|*2|D|993.16|2|W|2|B|710.956344017|102.95|1000|2013-06-24|00:00:00.108872|50|8|545|N|46508|F|2|M|M|4|1279150|*2|303|11|703|O|5661|076|577|8|*2|Y|null|N|null|792|C|2003-09-28 00:00:00|52|81|Y|Y|*2|124|0|0|6|5|38254973.0388|1|30.3688
3635507|7077184|Y|2004-07-10|1433.3|5508.95813548|250.0|5105.02396329|null|1997-07-04|010|B|4|5X|37|3|*2|A|71.69|4|I|1|I|6550.43719913|29.02|5100|2013-08-12|00:00:00.108872|11|2|151|N|62248|N|1|X|null|4|1519849|7|250|8|34|N|8999|630|357|5|*2|N|2010-10-07|N|null|136|M|2004-01-28 00:00:00|06|01|N|Y|*2|410|0|1|7|2|47332275.0502|1|60.71599
6026439|77409251|N|2008-11-25|923.13|32833.6257127|1800.0|17066.5713456|Y|2001-08-05|253|B|4|5Y|25|2|*2|A|44.63|7|V|2|I|6028.50030414|142.25|1000|2013-05-09|00:00:00.108872|11|2|338|M|63545|F|0|N|S|4|1353249|3|225|0|633|S|7523|376|201|5|*2|Y|2005-11-10|Y|2003-07-24 00:00:01|453|P|null|00|90|Y|Y|*2|752|0|0|4|3|78150123.268|0|13.946453
3350055|44587289|N|2012-11-30|468.95|4780.8903206|1575.0|1806.96392463|Y|1987-07-17|040|null|X|5Z|1|0|*2|F|43.88|1|S|2|B|4376.17211717|33.0|5100|2013-03-02|00:00:00.108872|11|2|93|M|77089|A|9|null|N|1|1595750|7|609|22|710|T|3005|380|352|5|*2|N|2006-06-28|N|2011-12-19 00:00:01|521|C|2011-06-25 00:00:00|52|01|Y|Y|*2|840|0|1|0|4|89672454.7635|1|2.0362918
780419|71275848|Y|2010-10-31|619.58|35958.0197125|1300.0|5463.27293308|Y|2001-01-12|C01|B|X|5A|36|3|*2|F|63.59|5|T|1|I|11845.6203712|3000.0|1000|2013-03-08|00:00:00.108872|50|1|159|M|91140|S|9|X|M|3|4159301|1|586|22|423|T|5331|752|400|8|*2|N|2007-11-15|Y|2005-02-13 00:00:01|818|M|2008-06-08 00:00:00|71|90|Y|Y|*2|524|0|2|9|2|null|1|22.807583
8102093|68346484|N|2004-11-12|1365.02|22370.1506159|5400.0|8832.51832283|Y|1996-09-13|C21|B|X|5A|9|2|*2|F|90.64|5|K|1|B|15622.0733854|385.0|5100|2013-08-10|00:00:00.108872|11|1|135|M|17202|F|0|N|N|5|2957136|0|718|9|494|N|5712|076|730|8|*2|Y|2011-04-21|Y|2010-03-04 00:00:01|196|P|2008-03-14 00:00:00|52|01|N|Y|*2|524|0|0|8|2|78664645.2256|2|30.437187
3478749|30940091|N|2009-11-09|1364.3|7430.30927256|5500.0|12705.1322312|Y|2007-04-03|259|B|4|5Z|21|0|*2|A|116.63|0|R|2|B|13142.155572|1700.0|5100|2013-08-21|00:00:00.108872|11|2|253|M|15124|N|9|M|S|3|4159301|1|785|6|526|C|5331|036|445|5|*2|N|2009-09-17|Y|2005-01-19 00:00:01|112|M|2003-12-02 00:00:00|01|01|Y|Y|*2|156|0|2|2|3|12835807.1323|2|188.09975
5416319|89792557|N|2007-03-15|248.61|38676.6235536|12000.0|7190.52445667|Y|1986-07-04|255|B|4|5A|11|1|*2|A|148.34|1|N|2|B|3515.3788999|42.0|5100|2013-02-18|00:00:00.108872|17|2|248|M|66880|S|2|X|M|3|1285950|*2|990|2|221|T|4784|840|328|8|*2|Y|2004-07-25|Y|2004-07-06 00:00:01|313|M|2007-09-24 00:00:00|51|00|N|Y|*2|410|0|1|7|3|28628487.2671|1|1867.7854
2068748|20716817|N|2011-06-12|827.29|39426.9055355|1575.0|6375.13195775|Y|2009-10-17|025|B|X|null|20|2|*2|D|596.16|0|R|1|B|13072.4785296|203.99|5100|2013-05-12|00:00:00.108872|00|1|4800|N|49532|null|0|X|N|0|1300449|1|593|4|757|C|4468|850|246|8|*2|null|2008-02-17|N|2006-04-08 00:00:01|314|M|2005-10-30 00:00:00|05|81|N|Y|*2|752|0|2|5|7|68458787.837|2|40.75827
3798038|21020539|N|2012-11-13|2550.0|17043.5593201|1150.0|7096.67416377|Y|1997-10-29|029|B|4|5W|9|1|*2|R|65.43|4|T|2|B|10927.1872401|305.99|5100|2013-06-16|00:00:00.108872|17|1|1|M|74917|F|2|X|S|1|1285950|5|598|7|335|S|5950|250|170|8|*2|N|2005-09-05|N|2013-07-17 00:00:01|385|C|2004-01-17 00:00:00|06|01|N|Y|*2|356|0|2|4|5|58875309.5702|0|4.999333
484612|79472420|N|2007-06-07|3029.53|35994.8365062|5500.0|7455.94476869|Y|1995-02-25|259|null|4|5X|34|4|*2|A|22.67|5|C|2|B|4933.50886249|103.95|5100|2013-05-06|00:00:00.108872|50|1|29|M|26987|S|0|N|M|0|1560749|*2|680|7|973|R|5571|524|625|8|*2|N|null|Y|2006-10-25 00:00:01|114|M|2008-04-04 00:00:00|52|02|N|Y|*2|946|0|2|5|3|81406774.6668|0|137.18474
6702178|8553502|Y|2004-11-12|-169.0|10928.3104735|3500.0|15846.7444784|Y|2000-01-18|021|B|null|5Z|13|4|*2|F|129.95|5|T|1|B|1953.61185665|309.45|1000|2013-06-24|00:00:00.108872|50|1|5|M|53055|F|2|X|P|4|1560749|1|226|14|917|O|5950|076|752|5|*2|N|2009-01-10|N|2003-07-31 00:00:01|743|M|2011-03-08 00:00:00|71|00|null|Y|*2|188|0|1|5|3|58543591.1296|8|4968.0576
232723|8210707|Y|2008-04-25|138.45|3453.92947473|8205.0|-977.917281214|Y|1987-05-18|019|B|X|5X|20|4|*2|D|37.93|8|I|2|I|7044.97730047|200.0|1000|2013-04-27|00:00:00.108872|11|8|71|M|57970|S|9|N|null|3|1324050|4|722|4|368|S|5960|524|483|8|*2|Y|2006-11-26|Y|2006-02-03 00:00:01|542|P|2012-11-03 00:00:00|00|81|N|null|*2|124|0|1|9|3|37950774.512|2|1510.936
3010821|52374771|Y|null|1726.74|34757.8442924|0.0|6330.82114166|Y|1994-08-21|058|B|X|5Y|22|1|*2|A|1341.45|2|K|2|I|7374.09450329|303.5|1000|2013-01-27|00:00:00.108872|17|8|617|M|23560|A|0|X|N|3|2718056|1|610|0|506|R|5441|826|296|8|*2|Y|2009-08-11|Y|2010-02-14 00:00:01|142|P|2006-02-02 00:00:00|05|00|N|Y|*2|410|0|0|0|2|18900043.4912|0|1434.2362
4007985|18435672|Y|2007-08-16|2100.0|10550.9387185|6300.0|12258.2377024|null|2012-11-08|012|null|4|5W|4|4|*2|A|0.53|8|I|1|I|7110.41994508|206.5|1000|2013-03-14|00:00:00.108872|00|1|289|M|27928|S|0|X|M|2|1308150|4|68|22|759|R|5541|630|641|8|*2|Y|null|Y|2004-02-15 00:00:01|107|C|2011-01-11 00:00:00|08|01|Y|Y|*2|410|0|1|0|3|98757665.6021|8|261.34958
2392127|66260058|Y|2006-11-04|205.35|29940.5047594|1700.0|4399.21120829|Y|2009-06-13|254|B|X|5A|0|0|*2|D|122.46|4|V|2|I|1975.79585468|163.0|1000|2013-03-06|00:00:00.108872|00|1|262|N|50497|S|0|M|N|3|1308150|4|276|22|822|N|5921|036|702|5|*2|Y|2009-02-07|Y|2010-01-28 00:00:01|800|P|2011-09-27 00:00:00|08|90|Y|Y|*2|458|0|2|9|2|10112215.5386|0|5.060815
6111032|29131733|N|2012-05-22|388.33|37028.2424084|1505.0|13401.9041039|null|2007-04-24|058|B|4|5X|16|4|*2|R|100.99|8|W|1|I|10208.9568938|42.0|1000|2013-08-09|00:00:00.108872|50|1|156|N|78820|A|0|N|N|3|1512749|4|290|22|372|C|7221|250|689|5|*2|N|2008-11-30|N|2013-08-11 00:00:01|851|C|2005-03-02 00:00:00|71|90|N|Y|*2|458|0|1|8|4|10633744.2026|2|326.6049
5698654|77311282|Y|2009-12-21|23.87|35790.0976544|12000.0|15498.0716585|Y|1987-01-14|L05|B|null|5W|23|4|*2|F|42.71|7|T|2|I|13568.9827678|203.0|5100|2013-03-31|00:00:00.108872|50|8|571|M|56797|N|2|M|M|1|101368|*2|273|14|660|A|7216|484|194|5|*2|Y|null|Y|2009-12-08 00:00:01|709|M|2011-09-12 00:00:00|71|01|Y|Y|*2|840|0|0|9|4|65531950.1473|1|358.5455
932539|91561225|Y|2006-06-27|4895.79|7497.68360919|1900.0|-1087.84301336|Y|1996-10-04|013|B|4|5N|15|2|*2|D|43.22|0|U|2|B|196.568554871|63.0|1000|2013-03-04|00:00:00.108872|00|1|111|N|62347|S|0|M|S|1|9219|6|42|2|719|N|5309|480|53|8|*2|Y|2007-03-04|N|2013-06-19 00:00:01|889|M|2010-02-26 00:00:00|02|81|null|Y|*2|458|0|1|4|7|35976555.0556|1|20.771896
